序號,測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s),降水量(mm),日照時數(小時)
3368,彭佳嶼,2017/01/15,16:01:00,"1,009.9",13.1,83,東北,9.6,0,0
3369,彭佳嶼,2017/01/15,15:01:00,"1,009.4",13.2,81,東北,10.7,0,0
3370,彭佳嶼,2017/01/15,14:01:00,"1,009.6",13.1,84,東北,10.2,0,0
3371,彭佳嶼,2017/01/15,13:01:00,"1,010",13.6,78,北北東,9.1,0,0
3372,彭佳嶼,2017/01/15,12:01:00,"1,010.5",14,76,東北,9.9,0,0
3373,彭佳嶼,2017/01/15,11:01:00,"1,011.6",14,72,東北,8.7,0,0
3374,彭佳嶼,2017/01/15,10:01:00,"1,012.2",13.5,80,東北,11.4,0,0
3375,彭佳嶼,2017/01/15,09:01:00,"1,012.4",14.3,69,東北,10.6,0,0
3376,彭佳嶼,2017/01/15,08:01:00,"1,011.5",14.4,70,東北,9.8,0,0
3377,彭佳嶼,2017/01/15,07:01:00,"1,010.9",13.8,70,東北,9.9,0,0
3378,彭佳嶼,2017/01/15,06:01:00,"1,011.3",12.8,79,東北,10.4,0,0
3379,彭佳嶼,2017/01/15,05:01:00,"1,011",13.4,76,東北,9.7,0,-
3380,彭佳嶼,2017/01/15,04:01:00,"1,010.5",14.6,66,東北,9.8,0,-
3381,彭佳嶼,2017/01/15,03:01:00,"1,010.8",14.4,63,東北,10.5,0,-
3382,彭佳嶼,2017/01/15,02:01:00,"1,010.9",14.6,66,東北,9.8,0,-
3383,彭佳嶼,2017/01/15,01:01:00,"1,010.8",14.7,68,東北,9.2,0,-
3384,彭佳嶼,2017/01/15,00:01:00,"1,010.4",13.5,82,東北,9.6,0,-
3385,彭佳嶼,2017/01/14,23:01:00,"1,011.1",14.5,64,東北,9,0,-
3386,彭佳嶼,2017/01/14,22:01:00,"1,011.3",14.2,62,東北,9.6,0,-
3387,彭佳嶼,2017/01/14,21:01:00,"1,011.2",14.1,67,東北,10,0,-
3388,彭佳嶼,2017/01/14,20:01:00,"1,011",14.2,69,東北,10.9,0,-
3389,彭佳嶼,2017/01/14,19:01:00,"1,010.2",14.4,71,東北,11.4,0,0
3390,彭佳嶼,2017/01/14,18:01:00,"1,009.7",14.3,69,東北,11.1,0,0
3391,彭佳嶼,2017/01/14,17:01:00,"1,009",14.5,70,東北,11.4,0,0
3392,彭佳嶼,2017/01/14,16:01:00,"1,008.6",14.6,66,東北,9.9,0,0
3393,彭佳嶼,2017/01/14,15:01:00,"1,008.3",14.4,69,東北,9.4,0,0
3394,彭佳嶼,2017/01/14,14:01:00,"1,008",14.5,70,北北東,9.9,0,0
3395,彭佳嶼,2017/01/14,13:01:00,"1,008.3",14.6,67,北北東,8.3,0,0
3396,彭佳嶼,2017/01/14,12:01:00,"1,009.2",14.3,69,北北東,9.3,0,0
3397,彭佳嶼,2017/01/14,11:01:00,"1,010",13.2,83,東北,9.4,1,0
3398,彭佳嶼,2017/01/14,10:01:00,"1,010.6",13.6,77,東北,9,0,0
3399,彭佳嶼,2017/01/14,09:01:00,"1,010.6",13,82,東北,10.7,0,0
3400,彭佳嶼,2017/01/14,08:01:00,"1,009.7",13,80,東北,10,1,0
3401,彭佳嶼,2017/01/14,07:01:00,"1,009.2",12.7,81,北北東,9.3,0,0
3402,彭佳嶼,2017/01/14,06:01:00,"1,008.5",12.2,83,東北,9.1,1,0
3403,彭佳嶼,2017/01/14,05:01:00,"1,008.3",12.2,78,北北東,9.7,0,-
3404,彭佳嶼,2017/01/14,04:01:00,"1,007.9",13.1,73,北北東,8.6,0,-
3405,彭佳嶼,2017/01/14,03:01:00,"1,007.8",13.3,68,北北東,10.3,0,-
3406,彭佳嶼,2017/01/14,02:01:00,"1,007.4",13.4,68,北北東,10.2,0,-
3407,彭佳嶼,2017/01/14,01:01:00,"1,007.4",14.1,71,東北,11.3,0,-
3408,彭佳嶼,2017/01/14,00:01:00,"1,010.9",14.7,65,東北,10.1,0,-
3409,彭佳嶼,2017/01/13,23:01:00,"1,007.8",14.5,70,東北,10.4,0,-
3410,彭佳嶼,2017/01/13,22:01:00,"1,007.5",13.5,79,北北東,10,0,-
3411,彭佳嶼,2017/01/13,21:01:00,"1,007.4",14.8,75,北北東,9.5,0,-
3412,彭佳嶼,2017/01/13,20:01:00,"1,007.1",14.3,79,東北,8.8,0,-
3413,彭佳嶼,2017/01/13,19:01:00,"1,006.5",14.4,80,北北東,9.7,0,0
3414,彭佳嶼,2017/01/13,18:01:00,"1,006.3",14.5,81,北北東,8.1,0,0
3415,彭佳嶼,2017/01/13,17:01:00,"1,005.8",13.6,87,北北東,8.6,0,0
3416,彭佳嶼,2017/01/13,16:01:00,"1,005.2",13.5,88,北北東,7.8,0,0
3417,彭佳嶼,2017/01/13,15:01:00,"1,004.8",13.7,90,北北東,6.5,0,0
3418,彭佳嶼,2017/01/13,14:01:00,"1,004.8",13.9,90,北北東,6.1,0,0
3419,彭佳嶼,2017/01/13,13:01:00,"1,004.8",13.9,90,北北東,5.9,0,0
3420,彭佳嶼,2017/01/13,12:01:00,"1,005.2",14.5,90,北北東,5.6,0,0
3421,彭佳嶼,2017/01/13,11:01:00,"1,006.2",14.1,89,北北東,6.9,1,0
3422,彭佳嶼,2017/01/13,10:01:00,"1,006.7",14.4,87,北,8.2,0,0
3423,彭佳嶼,2017/01/13,09:01:00,"1,006.6",14.3,88,北,7.5,1,0
3424,彭佳嶼,2017/01/13,08:01:00,"1,005.9",14.3,88,北,8.9,0,0
3425,彭佳嶼,2017/01/13,07:01:00,"1,005",15,87,北北東,8,0,0
3426,彭佳嶼,2017/01/13,06:01:00,"1,004.3",14.9,88,北北東,7.8,0,0
3427,彭佳嶼,2017/01/13,05:01:00,"1,004.3",14.9,88,北北東,7.8,1,-
3428,彭佳嶼,2017/01/13,04:01:00,"1,004.1",14.6,92,北北東,8.4,3,-
3429,彭佳嶼,2017/01/13,03:01:00,"1,004",15.3,89,北北東,9.5,0,-
3430,彭佳嶼,2017/01/13,02:01:00,"1,004.1",15.4,91,北北東,9.8,0,-
3431,彭佳嶼,2017/01/13,01:01:00,"1,004.1",15.9,86,北北東,11.3,0,-
3432,彭佳嶼,2017/01/13,00:01:00,"1,007",14.6,69,東北,10.2,0,-
3433,彭佳嶼,2017/01/12,23:01:00,"1,003.7",16.3,89,東北,9.8,0,-
3434,彭佳嶼,2017/01/12,22:01:00,"1,004.4",16.2,88,東北,10.4,0,-
3435,彭佳嶼,2017/01/12,21:01:00,"1,004.1",16.3,89,東北,10.3,0,-
3436,彭佳嶼,2017/01/12,20:01:00,"1,004",16.9,88,東北,10.4,0,-
3437,彭佳嶼,2017/01/12,19:01:00,"1,003.9",17.3,86,東北,9.4,0,0
3438,彭佳嶼,2017/01/12,18:01:00,"1,003",17.6,86,東北,8.9,0,0
3439,彭佳嶼,2017/01/12,17:01:00,"1,002.4",17.3,90,東北,10.1,0,0
3440,彭佳嶼,2017/01/12,16:01:00,"1,002.3",17.7,89,東北,10.1,0,0
3441,彭佳嶼,2017/01/12,15:01:00,"1,002.1",18.2,89,東北,8.6,0,0
3442,彭佳嶼,2017/01/12,14:01:00,"1,002.2",18.3,90,東北,7.9,0,0
3443,彭佳嶼,2017/01/12,13:01:00,"1,003",18.4,90,東北,6.9,0,0
3444,彭佳嶼,2017/01/12,12:01:00,"1,003.9",18.9,87,東北東,8,0,0
3445,彭佳嶼,2017/01/12,11:01:00,"1,004.9",19,87,東北東,10.2,0,0
3446,彭佳嶼,2017/01/12,10:01:00,"1,006.2",18.3,89,東北東,9.4,0,0
3447,彭佳嶼,2017/01/12,09:01:00,"1,006.1",18.1,90,東北東,9.9,1,0
3448,彭佳嶼,2017/01/12,08:01:00,"1,005.9",17.8,89,東北東,10.7,1,0
3449,彭佳嶼,2017/01/12,07:01:00,"1,005.6",17.7,89,東北東,10.5,1,0
3450,彭佳嶼,2017/01/12,06:01:00,"1,005.9",17.9,86,北北東,9.1,0,0
3451,彭佳嶼,2017/01/12,05:01:00,"1,005.5",18.3,84,東北,8.7,0,-
3452,彭佳嶼,2017/01/12,04:01:00,"1,005.6",18.7,81,東北東,9,0,-
3453,彭佳嶼,2017/01/12,03:01:00,"1,005.9",18.4,82,東北東,9.7,0,-
3454,彭佳嶼,2017/01/12,02:01:00,"1,006.4",18.4,81,東北東,9,0,-
3455,彭佳嶼,2017/01/12,01:01:00,"1,006.6",18.4,82,東北東,10.1,0,-
3456,彭佳嶼,2017/01/12,00:01:00,"1,003.9",15.9,89,東北,10.3,0,-
3457,彭佳嶼,2017/01/11,23:01:00,"1,007.9",18.3,76,東北,9.5,0,-
3458,彭佳嶼,2017/01/11,22:01:00,"1,008.2",18.2,77,東北東,11.2,0,-
3459,彭佳嶼,2017/01/11,21:01:00,"1,008.4",18.1,78,東北,10.6,0,-
3460,彭佳嶼,2017/01/11,20:01:00,"1,008",18,79,東北東,11.3,0,-
3461,彭佳嶼,2017/01/11,19:01:00,"1,007.4",17.8,80,東北東,11.7,0,0
3462,彭佳嶼,2017/01/11,18:01:00,"1,007.3",18.1,80,東北,10.8,0,0
3463,彭佳嶼,2017/01/11,17:01:00,"1,006.9",18.2,75,東北東,10.4,0,0
3464,彭佳嶼,2017/01/11,16:01:00,"1,006.8",18.2,75,東北,9.2,0,0
3465,彭佳嶼,2017/01/11,15:01:00,"1,006.6",18.5,77,東北,9.2,0,0
3466,彭佳嶼,2017/01/11,14:01:00,"1,006.8",18.7,75,東北東,8.1,0,0.4
3467,彭佳嶼,2017/01/11,13:01:00,"1,007",19.8,72,東北東,7.5,0,0.1
3468,彭佳嶼,2017/01/11,12:01:00,"1,008.9",19.3,69,東北東,7.5,0,0.4
3469,彭佳嶼,2017/01/11,11:01:00,"1,009.7",19.7,69,東北東,8.9,0,1
3470,彭佳嶼,2017/01/11,10:01:00,"1,009.9",19,70,東北東,8.8,0,0.2
3471,彭佳嶼,2017/01/11,09:01:00,"1,011.2",18,73,東北,10,0,0
3472,彭佳嶼,2017/01/11,08:01:00,"1,010.4",17.9,73,東北,10.2,0,0
3473,彭佳嶼,2017/01/11,07:01:00,"1,010.1",18,73,東北,9,0,0
3474,彭佳嶼,2017/01/11,06:01:00,"1,009.2",17.7,70,東北東,9.1,0,0
3475,彭佳嶼,2017/01/11,05:01:00,"1,009.2",17.6,70,東北,8.1,0,-
3476,彭佳嶼,2017/01/11,04:01:00,"1,008.9",17.5,71,東北,8.9,0,-
3477,彭佳嶼,2017/01/11,03:01:00,"1,009.2",17.4,72,東北,8.8,0,-
3478,彭佳嶼,2017/01/11,02:01:00,"1,008.8",17.3,71,東北東,10.2,0,-
3479,彭佳嶼,2017/01/11,01:01:00,"1,009.8",17.3,71,東北東,9.1,0,-
3480,彭佳嶼,2017/01/11,00:01:00,"1,007.5",18.5,79,東北東,9.6,0,-
3481,彭佳嶼,2017/01/10,23:01:00,"1,010.5",17.2,69,東北東,9.3,0,-
3482,彭佳嶼,2017/01/10,22:01:00,"1,010.8",17.3,70,東北東,9.4,0,-
3483,彭佳嶼,2017/01/10,21:01:00,"1,010.5",17.2,71,東北東,9.8,0,-
3484,彭佳嶼,2017/01/10,20:01:00,"1,010",17.2,71,東北東,10.1,0,-
3485,彭佳嶼,2017/01/10,19:01:00,"1,009.5",17.2,72,東北,10.2,0,0
3486,彭佳嶼,2017/01/10,18:01:00,"1,009.1",17.3,71,東北,9.5,0,0
3487,彭佳嶼,2017/01/10,17:01:00,"1,008.6",17.4,69,東北東,8,0,0
3488,彭佳嶼,2017/01/10,16:01:00,"1,008.1",17.4,69,東北,7.6,0,0
3489,彭佳嶼,2017/01/10,15:01:00,"1,007.4",18.2,67,東北東,8.2,0,1
3490,彭佳嶼,2017/01/10,14:01:00,"1,007.3",18.3,68,東北東,8.8,0,1
3491,彭佳嶼,2017/01/10,13:01:00,"1,008.1",18.6,68,東北,8,0,1
3492,彭佳嶼,2017/01/10,12:01:00,"1,009",19.1,67,東北,7.4,0,0.9
3493,彭佳嶼,2017/01/10,11:01:00,"1,010.3",18.1,66,東北,6.5,0,0
3494,彭佳嶼,2017/01/10,10:01:00,"1,010.9",17.9,67,東北,5.5,0,0
3495,彭佳嶼,2017/01/10,09:01:00,"1,010.8",17.2,67,東北,6.6,0,0
3496,彭佳嶼,2017/01/10,08:01:00,"1,010.2",17,68,東北,5.7,0,0
3497,彭佳嶼,2017/01/10,07:01:00,"1,009.2",16.7,68,東北,5.7,0,0
3498,彭佳嶼,2017/01/10,06:01:00,"1,008.6",16.5,68,東北,6.3,0,0
3499,彭佳嶼,2017/01/10,05:01:00,"1,008.1",16.4,69,東北,6.7,0,-
3500,彭佳嶼,2017/01/10,04:01:00,"1,007.5",16.3,69,東北,7.4,0,-
3501,彭佳嶼,2017/01/10,03:01:00,"1,007.7",16.1,67,東北,6.2,0,-
3502,彭佳嶼,2017/01/10,02:01:00,"1,008.1",16.2,66,東北東,6,0,-
3503,彭佳嶼,2017/01/10,01:01:00,"1,008.7",15.8,66,東北東,6.5,0,-
3504,彭佳嶼,2017/01/10,00:01:00,"1,010.1",17.3,71,東北,8.8,0,-
3505,彭佳嶼,2017/01/09,23:01:00,"1,009.2",15.3,67,東北,6.1,0,-
3506,彭佳嶼,2017/01/09,22:01:00,"1,009.2",14.9,66,東北,6.5,0,-
3507,彭佳嶼,2017/01/09,21:01:00,"1,009.1",15,70,東北,7.4,0,-
3508,彭佳嶼,2017/01/09,20:01:00,"1,009.1",15.5,69,東北,8.3,0,-
3509,彭佳嶼,2017/01/09,19:01:00,"1,008.6",15.3,65,東北,7.5,0,0
3510,彭佳嶼,2017/01/09,18:01:00,"1,008",15.2,67,東北,7.6,0,0
3511,彭佳嶼,2017/01/09,17:01:00,"1,007.3",15.2,69,東北,9,0,0
3512,彭佳嶼,2017/01/09,16:01:00,"1,006.4",15.7,69,北北東,9.2,0,0.2
3513,彭佳嶼,2017/01/09,15:01:00,"1,006.2",15.8,70,北北東,8.1,0,0
3514,彭佳嶼,2017/01/09,14:01:00,"1,006.4",16.1,70,北北東,9,0,0
3515,彭佳嶼,2017/01/09,13:01:00,"1,006.8",16.2,69,北北東,7.8,0,0
3516,彭佳嶼,2017/01/09,12:01:00,"1,007.6",16.1,72,北北東,7,0,0
3517,彭佳嶼,2017/01/09,11:01:00,"1,008.5",16.2,70,北北東,6.5,0,0
3518,彭佳嶼,2017/01/09,10:01:00,"1,009.2",16.3,72,北北東,6.8,0,0
3519,彭佳嶼,2017/01/09,09:01:00,"1,009.1",16.1,72,北北東,5.8,0,0
3520,彭佳嶼,2017/01/09,08:01:00,"1,008.3",16.2,71,北北東,7.4,0,0
3521,彭佳嶼,2017/01/09,07:01:00,"1,007.5",16,72,北北東,7,0,0
3522,彭佳嶼,2017/01/09,06:01:00,"1,006.9",16.4,72,北北東,7.6,0,0
3523,彭佳嶼,2017/01/09,05:01:00,"1,005.8",16.6,73,北北東,7.8,0,-
3524,彭佳嶼,2017/01/09,04:01:00,"1,005.6",16.6,72,北北東,6.6,0,-
3525,彭佳嶼,2017/01/09,03:01:00,"1,005.6",16.8,72,北北東,6.5,0,-
3526,彭佳嶼,2017/01/09,02:01:00,"1,005.3",16.8,70,北北東,7.5,0,-
3527,彭佳嶼,2017/01/09,01:01:00,"1,005.1",16.9,73,東北,8.7,0,-
3528,彭佳嶼,2017/01/09,00:01:00,"1,009.1",15.4,66,東北,6.5,0,-
3529,彭佳嶼,2017/01/08,23:01:00,"1,005.1",17.4,72,北北東,9.6,0,-
3530,彭佳嶼,2017/01/08,22:01:00,"1,005.3",17.5,73,東北,9.6,0,-
3531,彭佳嶼,2017/01/08,21:01:00,"1,005",18.1,73,東北,8.1,0,-
3532,彭佳嶼,2017/01/08,20:01:00,"1,004.8",17.9,73,東北,8.5,0,-
3533,彭佳嶼,2017/01/08,19:01:00,"1,004.1",18.1,74,北北東,8.8,0,0
3534,彭佳嶼,2017/01/08,18:01:00,"1,003.3",18.3,76,北北東,8.4,0,0
3535,彭佳嶼,2017/01/08,17:01:00,"1,002.5",18.4,76,北北東,8.6,0,0
3536,彭佳嶼,2017/01/08,16:01:00,"1,002",18.6,76,北北東,7.3,0,0
3537,彭佳嶼,2017/01/08,15:01:00,"1,001.5",18.6,77,東北,7.5,0,0.1
3538,彭佳嶼,2017/01/08,14:01:00,"1,001.2",18.9,78,北北東,7.5,0,0
3539,彭佳嶼,2017/01/08,13:01:00,"1,002.1",19,79,北北東,5.3,0,0
3540,彭佳嶼,2017/01/08,12:01:00,"1,002.8",18.5,80,北北東,5.5,0,0
3541,彭佳嶼,2017/01/08,11:01:00,"1,003.7",18.9,81,東北,7.9,0,0
3542,彭佳嶼,2017/01/08,10:01:00,"1,004.3",19,82,北北東,7.5,0,0
3543,彭佳嶼,2017/01/08,09:01:00,"1,003.9",19.6,81,北北東,8,0,0
3544,彭佳嶼,2017/01/08,08:01:00,"1,003.4",19.4,83,北北東,7,0,0
3545,彭佳嶼,2017/01/08,07:01:00,"1,002.7",19.5,88,北北東,6.1,0,0
3546,彭佳嶼,2017/01/08,06:01:00,"1,002.1",19.9,87,北,4.9,0,0
3547,彭佳嶼,2017/01/08,05:01:00,"1,001.6",19.6,88,北北西,5,0,-
3548,彭佳嶼,2017/01/08,04:01:00,"1,001.2",19.5,89,西北,4.5,0,-
3549,彭佳嶼,2017/01/08,03:01:00,"1,001.3",19.6,89,西北,5.2,0,-
3550,彭佳嶼,2017/01/08,02:01:00,"1,001.3",19.6,91,西北,4.8,0,-
3551,彭佳嶼,2017/01/08,01:01:00,"1,001.5",19.6,91,西北,4.3,0,-
3552,彭佳嶼,2017/01/08,00:01:00,"1,005",17.1,73,北北東,9,0,-
3553,彭佳嶼,2017/01/07,23:01:00,"1,001.3",19.6,90,西北西,5.2,0,-
3554,彭佳嶼,2017/01/07,22:01:00,"1,001.6",19.5,91,西北西,5.6,0,-
3555,彭佳嶼,2017/01/07,21:01:00,"1,001.4",19.3,92,西北西,6.3,0,-
3556,彭佳嶼,2017/01/07,20:01:00,"1,001.1",19.3,92,西,6.9,0,-
3557,彭佳嶼,2017/01/07,19:01:00,"1,000.8",19.6,90,西,6.2,0,0
3558,彭佳嶼,2017/01/07,18:01:00,"1,000.8",20.1,89,西北西,6.5,0,0
3559,彭佳嶼,2017/01/07,17:01:00,"1,000.2",20.6,88,西北西,7.5,0,0.1
3560,彭佳嶼,2017/01/07,16:01:00,999.6,21.6,86,西,6.8,0,0.1
3561,彭佳嶼,2017/01/07,15:01:00,999.1,22.9,85,西,5.4,0,0.1
3562,彭佳嶼,2017/01/07,14:01:00,999.3,23.6,82,南,6.4,0,0.1
3563,彭佳嶼,2017/01/07,13:01:00,"1,000",23.2,83,南,5.2,0,0.1
3564,彭佳嶼,2017/01/07,12:01:00,"1,001.3",23.3,85,南南東,5.6,0,0.1
3565,彭佳嶼,2017/01/07,11:01:00,"1,002.3",22.6,86,東南,3.2,0,0.4
3566,彭佳嶼,2017/01/07,10:01:00,"1,003",22.5,83,東南,3.1,0,0.1
3567,彭佳嶼,2017/01/07,09:01:00,"1,003.2",21.9,85,南南東,5.1,0,0
3568,彭佳嶼,2017/01/07,08:01:00,"1,002",20.9,90,東南東,8.7,0,0
3569,彭佳嶼,2017/01/07,07:01:00,"1,002.5",20.6,90,東南東,7.6,0,0
3570,彭佳嶼,2017/01/07,06:01:00,"1,002.7",20.5,86,東,4.4,0,0
3571,彭佳嶼,2017/01/07,05:01:00,"1,002.4",21,86,東,7.4,0,-
3572,彭佳嶼,2017/01/07,04:01:00,"1,002.2",20.6,86,東北東,5.8,0,-
3573,彭佳嶼,2017/01/07,03:01:00,"1,002.5",20.3,89,東北東,7.9,0,-
3574,彭佳嶼,2017/01/07,02:01:00,"1,002.8",20.2,89,東北東,7.7,0,-
3575,彭佳嶼,2017/01/07,01:01:00,"1,003",20,91,東北東,6.7,3,-
3576,彭佳嶼,2017/01/07,00:01:00,"1,001.4",19.6,91,西北西,5.5,0,-
3577,彭佳嶼,2017/01/06,23:01:00,"1,003.5",21.4,83,東北東,10,0,-
3578,彭佳嶼,2017/01/06,22:01:00,"1,003.9",21.5,80,東北東,9.4,0,-
3579,彭佳嶼,2017/01/06,21:01:00,"1,003.7",21.6,80,東北東,9.9,0,-
3580,彭佳嶼,2017/01/06,20:01:00,"1,003.7",21.6,82,東北東,10.9,0,-
3581,彭佳嶼,2017/01/06,19:01:00,"1,003.8",21.6,79,東北東,8.9,0,0
3582,彭佳嶼,2017/01/06,18:01:00,"1,003.7",21.3,82,東北,8.8,0,0
3583,彭佳嶼,2017/01/06,17:01:00,"1,003.1",21.5,82,東北,8.5,0,0
3584,彭佳嶼,2017/01/06,16:01:00,"1,002.6",21.4,83,東北,8.1,0,0
3585,彭佳嶼,2017/01/06,15:01:00,"1,002.7",21.2,83,東北,8.9,0,0
3586,彭佳嶼,2017/01/06,14:01:00,"1,003.1",21.8,83,東北,8,0,0
3587,彭佳嶼,2017/01/06,13:01:00,"1,003.6",22,83,東北,7.6,0,0
3588,彭佳嶼,2017/01/06,12:01:00,"1,004.3",22.5,81,東北,6.8,0,0.3
3589,彭佳嶼,2017/01/06,11:01:00,"1,005.1",23.6,81,東北東,7.1,0,0.9
3590,彭佳嶼,2017/01/06,10:01:00,"1,005.7",23.1,83,東北東,7.8,0,0.7
3591,彭佳嶼,2017/01/06,09:01:00,"1,005.9",22.2,85,東北,6.5,0,0.6
3592,彭佳嶼,2017/01/06,08:01:00,"1,005.4",22,90,北北東,1.9,0,0.5
3593,彭佳嶼,2017/01/06,07:01:00,"1,005.4",20.4,89,西北,2.9,0,0
3594,彭佳嶼,2017/01/06,06:01:00,"1,004.8",19.8,89,西北,4.6,0,0
3595,彭佳嶼,2017/01/06,05:01:00,"1,004.7",19.9,91,西北,3.9,0,-
3596,彭佳嶼,2017/01/06,04:01:00,"1,004.5",20.4,88,西北,5.9,0,-
3597,彭佳嶼,2017/01/06,03:01:00,"1,004.5",19.5,89,西北西,3.5,0,-
3598,彭佳嶼,2017/01/06,02:01:00,"1,004.4",18.5,88,西,2.4,0,-
3599,彭佳嶼,2017/01/06,01:01:00,"1,004.6",18.6,88,西北,0.3,0,-
3600,彭佳嶼,2017/01/06,00:01:00,"1,003.2",20.5,87,東北東,7.8,1,-
3601,彭佳嶼,2017/01/05,23:01:00,"1,005.6",20.4,82,西北,2.4,0,-
3602,彭佳嶼,2017/01/05,22:01:00,"1,005.5",20.6,85,西北,3,0,-
3603,彭佳嶼,2017/01/05,21:01:00,"1,005.3",20.2,88,西北,2.6,0,-
3604,彭佳嶼,2017/01/05,20:01:00,"1,005",19.7,90,西北西,2.6,0,-
3605,彭佳嶼,2017/01/05,19:01:00,"1,005.1",20.2,89,西北西,2.9,0,0
3606,彭佳嶼,2017/01/05,18:01:00,"1,004.5",20,88,西北西,3,0,0
3607,彭佳嶼,2017/01/05,17:01:00,"1,003.8",20.2,87,西北西,3.1,0,0.6
3608,彭佳嶼,2017/01/05,16:01:00,"1,003.3",21.8,86,西,2.5,0,0.5
3609,彭佳嶼,2017/01/05,15:01:00,"1,003.1",21.5,87,西北西,2.9,0,0.6
3610,彭佳嶼,2017/01/05,14:01:00,"1,003.6",21.5,90,西北西,5.4,0,0.1
3611,彭佳嶼,2017/01/05,13:01:00,"1,004",20.8,92,西北西,6.1,0,0
3612,彭佳嶼,2017/01/05,12:01:00,"1,004.7",20.8,92,西,4.8,2,0
3613,彭佳嶼,2017/01/05,11:01:00,"1,005.7",22.9,85,南,4.8,0,0.6
3614,彭佳嶼,2017/01/05,10:01:00,"1,006.3",23.8,78,南南東,4.5,0,0.7
3615,彭佳嶼,2017/01/05,09:01:00,"1,006.4",23.6,78,南南東,5.2,0,0.9
3616,彭佳嶼,2017/01/05,08:01:00,"1,005.7",23,79,南南東,4.8,0,0.8
3617,彭佳嶼,2017/01/05,07:01:00,"1,005.3",22.2,81,南南東,4.8,0,0
3618,彭佳嶼,2017/01/05,06:01:00,"1,004.9",22.2,80,南南東,3.2,0,0
3619,彭佳嶼,2017/01/05,05:01:00,"1,004.7",22.4,80,東南東,6.8,0,-
3620,彭佳嶼,2017/01/05,04:01:00,"1,004.9",22.2,84,東南東,7.2,0,-
3621,彭佳嶼,2017/01/05,03:01:00,"1,005.1",21.8,86,東,6.7,0,-
3622,彭佳嶼,2017/01/05,02:01:00,"1,005.5",21.3,88,東,5.4,0,-
3623,彭佳嶼,2017/01/05,01:01:00,"1,005.7",21.3,88,東,4.8,0,-
3624,彭佳嶼,2017/01/05,00:01:00,"1,005.1",19.8,84,西北西,2.4,0,-
3625,彭佳嶼,2017/01/04,23:01:00,"1,006.4",21.4,88,東,6.9,0,-
3626,彭佳嶼,2017/01/04,22:01:00,"1,006.8",21.3,88,東,4.6,0,-
3627,彭佳嶼,2017/01/04,21:01:00,"1,007",21.7,83,東南東,5.7,0,-
3628,彭佳嶼,2017/01/04,20:01:00,"1,007.1",21.3,86,東南,3.2,1,-
3629,彭佳嶼,2017/01/04,19:01:00,"1,007",21.9,85,東南東,5,0,0
3630,彭佳嶼,2017/01/04,18:01:00,"1,006.7",21.9,85,東南東,5.5,0,0
3631,彭佳嶼,2017/01/04,17:01:00,"1,006.3",22.1,79,東,6.3,0,0
3632,彭佳嶼,2017/01/04,16:01:00,"1,005.8",22.5,80,東,7,0,0.2
3633,彭佳嶼,2017/01/04,15:01:00,"1,005.6",22.6,78,東,7.1,0,0.3
3634,彭佳嶼,2017/01/04,14:01:00,"1,005.4",23,79,東,6.6,0,0.8
3635,彭佳嶼,2017/01/04,13:01:00,"1,005.9",23.5,79,東,8.1,0,0.8
3636,彭佳嶼,2017/01/04,12:01:00,"1,007.1",22.9,80,東北東,7.5,0,0.8
3637,彭佳嶼,2017/01/04,11:01:00,"1,008",22.6,80,東北東,8.1,0,0.3
3638,彭佳嶼,2017/01/04,10:01:00,"1,009",21.9,82,東北東,9.8,0,0
3639,彭佳嶼,2017/01/04,09:01:00,"1,009",21.5,84,東北東,9.2,0,0.1
3640,彭佳嶼,2017/01/04,08:01:00,"1,008.7",21.6,80,東北東,9,0,0
3641,彭佳嶼,2017/01/04,07:01:00,"1,008.1",21.3,83,東北東,8.9,0,0
3642,彭佳嶼,2017/01/04,06:01:00,"1,007.9",21.3,84,東北,8.8,0,0
3643,彭佳嶼,2017/01/04,05:01:00,"1,007.5",20.9,83,東北,7.7,1,-
3644,彭佳嶼,2017/01/04,04:01:00,"1,007.2",21.3,81,東北,8.1,0,-
3645,彭佳嶼,2017/01/04,03:01:00,"1,007.2",21.1,80,東北東,7.4,0,-
3646,彭佳嶼,2017/01/04,02:01:00,"1,007.6",21.2,80,東北東,7.8,0,-
3647,彭佳嶼,2017/01/04,01:01:00,"1,007.8",21,79,東北東,7.9,0,-
3648,彭佳嶼,2017/01/04,00:01:00,"1,006.1",21.5,88,東,4,0,-
3649,彭佳嶼,2017/01/03,23:01:00,"1,008.9",20.9,77,東北東,8.1,0,-
3650,彭佳嶼,2017/01/03,22:01:00,"1,009.3",21,75,東北東,7.5,0,-
3651,彭佳嶼,2017/01/03,21:01:00,"1,009.2",20.8,76,東北東,8.4,0,-
3652,彭佳嶼,2017/01/03,20:01:00,"1,009.1",20.5,75,東北東,8.7,0,-
3653,彭佳嶼,2017/01/03,19:01:00,"1,009.2",20.6,74,東北東,8.1,0,0
3654,彭佳嶼,2017/01/03,18:01:00,"1,008.9",20.6,73,東北東,8.2,0,0
3655,彭佳嶼,2017/01/03,17:01:00,"1,008.2",20.6,71,東北東,9,0,0.2
3656,彭佳嶼,2017/01/03,16:01:00,"1,007.8",20.7,73,東北,8.6,0,0
3657,彭佳嶼,2017/01/03,15:01:00,"1,007.7",20.8,72,東北,9.2,0,0
